ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2020,12,"17,315",120,"35,214",120,0,0,884,588,210,0,41,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2020,"151,256","1,440","315,920","1,440",0,0,"5,753","5,024","1,715",0,456
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,1,"13,801",120,"35,265",120,0,0,792,684,292,0,25,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,2,"12,590",120,"25,009",120,0,0,534,592,107,0,6,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,3,"31,321",120,"66,252",120,0,0,"1,370","1,335",381,0,35,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,4,"26,595",120,"64,225",120,0,0,"1,354","1,207",478,0,0,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,5,"23,686",120,"44,089",120,0,0,"1,310",865,100,0,9,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,6,"15,384",120,"28,682",120,0,0,969,340,51,0,2,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,7,"16,755",120,"28,754",120,0,0,920,315,98,0,13,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,8,"15,734",120,"22,614",120,0,0,663,260,52,0,0,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,9,"13,701",120,"25,715",120,0,0,663,260,165,0,0,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,10,"25,150",120,"75,418",120,0,0,"1,869","1,009",309,0,647,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,11,"22,906",120,"74,342",120,0,0,"1,770","1,053",379,0,534,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,12,"25,668",120,"61,751",120,0,0,"1,575",910,160,0,385,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2021,"243,291","1,440","552,116","1,440",0,0,"13,789","8,830","2,572",0,"1,656"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,1,"13,329",120,"42,368",120,0,0,"1,280",883,90,0,180,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,2,"14,698",120,"40,988",120,0,0,"1,041",868,124,0,170,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,3,"36,310",120,"92,331",120,0,0,"2,267","1,138",449,0,687,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,4,"26,643",120,"72,002",120,0,0,"1,957","1,032",160,0,590,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,5,"18,145",120,"54,721",120,0,0,"1,771",899,0,0,523,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,6,"10,855",120,"37,307",120,0,0,"1,430",524,0,0,479,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,7,"11,908",120,"27,231",120,0,0,"1,017",375,14,0,79,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,8,"9,606",120,"23,524",120,0,0,822,233,32,0,172,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,9,"14,204",120,"41,428",120,0,0,972,880,101,0,283,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,10,"23,078",120,"71,397",120,0,0,"1,831","1,042",243,0,533,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,11,"20,482",120,"61,412",120,0,0,"1,547",916,219,0,413,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,12,"20,729",120,"47,784",120,0,0,"1,179",817,183,0,154,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2022,"219,987","1,440","612,493","1,440",0,0,"17,114","9,607","1,615",0,"4,263"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,1,"13,711",120,"48,120",120,0,0,"1,068",829,121,0,317,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,2,"21,336",120,"49,120",120,0,0,"1,026",717,133,0,304,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,3,"44,555",120,"106,957",120,0,0,"2,199","1,203",587,0,768,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,4,"23,979",120,"74,918",120,0,0,"1,986",972,311,0,495,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,5,"18,668",120,"63,104",120,0,0,"1,623",992,299,0,670,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,6,"13,971",120,"48,304",120,0,0,"1,675",655,134,0,261,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,7,"13,035",120,"17,286",120,0,0,699,270,0,0,81,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,8,"6,652",120,"13,829",120,0,0,471,148,5,0,140,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,9,"10,710",120,"33,906",120,0,0,"1,055",455,111,0,188,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,10,"23,445",120,"69,650",120,0,0,"1,830",947,240,0,592,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,11,"17,647",120,"66,277",120,0,0,"1,749",893,286,0,639,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,12,"19,631",120,"53,750",120,0,0,"1,350",758,281,0,342,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2023,"227,340","1,440","645,221","1,440",0,0,"16,731","8,839","2,508",0,"4,797"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,1,"10,565",120,"29,134",120,0,0,943,488,93,0,96,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,2,"16,240",120,"37,855",120,0,0,880,819,78,0,157,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,3,"33,401",120,"96,020",120,0,0,"2,104","1,210",558,0,745,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,4,"32,284",120,"78,643",120,0,0,"1,878",998,357,0,743,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,5,"19,808",120,"64,314",120,0,0,"1,777",754,303,0,839,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,6,"12,872",120,"49,853",120,0,0,"1,674",633,132,0,555,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,7,"13,104",120,"29,293",120,0,0,963,359,47,0,192,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,8,"8,965",120,"23,247",120,0,0,833,208,62,0,124,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,9,"9,758",120,"35,256",120,0,0,"1,064",547,102,0,340,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,10,"22,510",120,"62,563",120,0,0,"1,446",796,308,0,579,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,11,"21,306",120,"65,545",120,0,0,"1,506",828,396,0,506,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,12,"25,321",120,"54,004",120,0,0,"1,433",792,235,0,291,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2024,"226,134","1,440","625,727","1,440",0,0,"16,501","8,432","2,671",0,"5,167"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,1,"8,692",120,"32,749",120,0,0,852,602,106,0,298,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,2,"16,664",120,"39,714",120,0,0,978,736,111,0,206,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,3,"30,339",120,"96,518",120,0,0,"2,216","1,138",598,0,858,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,4,"28,735",120,"63,892",120,0,0,"1,752",888,202,0,351,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,5,"17,702",120,"53,185",120,0,0,"1,732",556,192,0,351,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,6,"12,543",120,"40,218",120,0,0,"1,370",461,115,0,331,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,7,"11,328",120,"32,890",120,0,0,977,464,113,0,157,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,8,"8,714",120,"23,382",120,0,0,847,286,74,0,100,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,9,"12,459",120,"33,978",120,0,0,"1,009",541,64,0,257,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,10,"17,288",120,"59,365",120,0,0,"1,792",822,360,0,577,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,11,"15,228",120,"69,793",120,0,0,"1,810",930,489,0,671,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,12,"26,731",120,"60,471",120,0,0,"1,583",830,262,0,348,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440","606,155","1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,1,"94,741","2,424","235,675","2,424",0,0,859,0,188,0,297,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,2,"87,335","2,424","212,083","2,424",0,0,686,0,159,0,297,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,3,"100,985","2,424","251,257","2,424",0,0,786,0,258,0,386,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,4,"98,444","2,424","235,701","2,424",0,0,616,0,149,0,335,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,5,"106,655","2,424","261,302","2,424",0,0,771,0,187,0,373,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,6,"107,933","2,424","262,282","2,424",0,0,783,0,128,0,307,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,7,"114,193","2,424","286,897","2,424",0,0,"1,059",0,343,0,351,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,8,"105,682","2,424","248,490","2,424",0,0,484,0,188,0,311,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,9,"102,845","2,424","243,512","2,424",0,0,447,0,133,0,368,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,10,"99,116","2,424","233,568","2,424",0,0,323,0,160,0,385,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,11,"94,726","2,424","219,810","2,424",0,0,414,0,122,0,267,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2015,12,"104,117","2,424","248,907","2,424",0,0,668,0,190,0,305,Haleakala NP,HALE,National Park,Pacific West ,HI,2015,"1,216,772","29,088","2,939,484","20,160",0,0,"7,896",0,"2,205",0,"3,982"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,1,"107,269","2,424","266,840","2,424",0,0,"1,100",0,227,0,377,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,2,"101,804","2,424","248,399","2,424",0,0,918,0,174,0,270,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,3,"108,907","2,424","268,786","2,424",0,0,"1,004",0,248,0,359,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,4,"99,227","2,424","238,663","2,424",0,0,933,0,170,0,323,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,5,"111,482","2,424","270,860","2,424",0,0,882,0,245,0,273,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,6,"108,549","2,424","258,685","2,424",0,0,692,0,160,0,358,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,7,"107,644","2,424","255,525","2,424",0,0,707,0,253,0,291,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,8,"116,376","2,424","264,107","2,424",0,0,553,0,187,0,199,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,9,"100,997","2,424","231,527","2,424",0,0,345,0,151,0,226,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,10,"109,571","2,424","255,645","2,424",0,0,453,0,191,0,282,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,11,"98,511","2,424","228,730","2,424",0,0,423,0,190,0,315,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2016,12,"93,221","2,424","215,898","2,424",0,0,322,0,196,0,246,Haleakala NP,HALE,National Park,Pacific West ,HI,2016,"1,263,558","29,088","3,003,665","20,160",0,0,"8,332",0,"2,392",0,"3,519"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,1,"105,951","2,424","255,314","2,424",0,0,775,0,222,0,374,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,2,"86,467","2,424","209,179","2,424",0,0,712,0,184,0,242,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,3,"101,252","2,424","251,553","2,424",0,0,740,0,215,0,532,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,4,"91,200","2,424","229,592","2,424",0,0,565,0,621,0,398,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,5,"105,664","2,424","253,586","2,424",0,0,547,0,207,0,435,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,6,"101,215","2,424","245,102","2,424",0,0,711,0,242,0,354,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,7,"106,569","2,424","260,302","2,424",0,0,768,0,242,0,350,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,8,"104,603","2,424","243,706","2,424",0,0,558,0,157,0,269,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,9,"95,214","2,424","226,309","2,424",0,0,624,0,162,0,390,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,10,"53,030","2,424","151,205","2,424",0,0,415,0,212,0,468,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,11,"52,971","2,424","141,475","2,424",0,0,439,0,209,0,565,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
